,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,yardline_100
191,2009,ATL,MIA,4.0,2009-09-13,Half1,3271.0,field_goal,6,24.0
199,2009,ATL,MIA,4.0,2009-09-13,Half1,3121.0,punt,18,45.0
209,2009,ATL,MIA,4.0,2009-09-13,Half1,2776.0,punt,11,54.0
232,2009,ATL,MIA,4.0,2009-09-13,Half1,2131.0,punt,6,62.0
237,2009,ATL,MIA,4.0,2009-09-13,Half1,2047.0,punt,1,67.0
251,2009,ATL,MIA,4.0,2009-09-13,Half1,1836.0,field_goal,8,18.0
259,2009,ATL,MIA,4.0,2009-09-13,Half2,1709.0,punt,5,79.0
263,2009,ATL,MIA,4.0,2009-09-13,Half2,1620.0,punt,1,62.0
267,2009,ATL,MIA,4.0,2009-09-13,Half2,1507.0,punt,15,79.0
271,2009,ATL,MIA,4.0,2009-09-13,Half2,1375.0,punt,6,44.0
298,2009,ATL,MIA,4.0,2009-09-13,Half2,745.0,field_goal,15,20.0
302,2009,ATL,MIA,4.0,2009-09-13,Half2,701.0,punt,5,67.0
310,2009,ATL,MIA,4.0,2009-09-13,Half2,458.0,field_goal,5,31.0
324,2009,ATL,MIA,4.0,2009-09-13,Half2,250.0,pass,4,15.0
2755,2009,ATL,CAR,4.0,2009-09-20,Half1,3293.0,field_goal,7,20.0
2762,2009,ATL,CAR,4.0,2009-09-20,Half1,3160.0,punt,7,48.0
2766,2009,ATL,CAR,4.0,2009-09-20,Half1,3102.0,punt,9,94.0
2779,2009,ATL,CAR,4.0,2009-09-20,Half1,2806.0,punt,16,43.0
2819,2009,ATL,CAR,4.0,2009-09-20,Half1,1914.0,field_goal,10,32.0
2849,2009,ATL,CAR,4.0,2009-09-20,Half2,1436.0,run,1,15.0
2864,2009,ATL,CAR,4.0,2009-09-20,Half2,973.0,run,1,21.0
2892,2009,ATL,CAR,4.0,2009-09-20,Half2,346.0,punt,9,80.0
2903,2009,ATL,CAR,4.0,2009-09-20,Half2,164.0,pass,10,17.0
2914,2009,ATL,CAR,4.0,2009-09-20,Half2,41.0,punt,1,73.0
15312,2009,ATL,CHI,4.0,2009-10-18,Half1,3543.0,punt,9,70.0
15330,2009,ATL,CHI,4.0,2009-10-18,Half1,3010.0,punt,1,77.0
15336,2009,ATL,CHI,4.0,2009-10-18,Half1,2852.0,punt,1,54.0
15340,2009,ATL,CHI,4.0,2009-10-18,Half1,2750.0,punt,10,84.0
15353,2009,ATL,CHI,4.0,2009-10-18,Half1,2538.0,punt,16,73.0
15370,2009,ATL,CHI,4.0,2009-10-18,Half1,2123.0,punt,10,46.0
15398,2009,ATL,CHI,4.0,2009-10-18,Half2,1590.0,punt,4,64.0
15405,2009,ATL,CHI,4.0,2009-10-18,Half2,1404.0,punt,4,54.0
15410,2009,ATL,CHI,4.0,2009-10-18,Half2,1346.0,punt,5,78.0
15438,2009,ATL,CHI,4.0,2009-10-18,Half2,606.0,no_play,4,36.0
15478,2009,ATL,CHI,4.0,2009-10-18,Half2,34.0,no_play,1,5.0
15479,2009,ATL,CHI,4.0,2009-10-18,Half2,34.0,pass,6,10.0
20160,2009,ATL,WAS,4.0,2009-11-08,Half1,3323.0,no_play,1,8.0
20168,2009,ATL,WAS,4.0,2009-11-08,Half1,3151.0,punt,17,83.0
20172,2009,ATL,WAS,4.0,2009-11-08,Half1,3036.0,no_play,4,48.0
20189,2009,ATL,WAS,4.0,2009-11-08,Half1,2685.0,punt,10,73.0
20198,2009,ATL,WAS,4.0,2009-11-08,Half1,2394.0,punt,8,50.0
20205,2009,ATL,WAS,4.0,2009-11-08,Half1,2162.0,field_goal,12,30.0
20218,2009,ATL,WAS,4.0,2009-11-08,Half1,1949.0,punt,16,77.0
20236,2009,ATL,WAS,4.0,2009-11-08,Half1,1805.0,field_goal,9,15.0
20251,2009,ATL,WAS,4.0,2009-11-08,Half2,1334.0,run,1,1.0
20257,2009,ATL,WAS,4.0,2009-11-08,Half2,1209.0,punt,1,69.0
20291,2009,ATL,WAS,4.0,2009-11-08,Half2,372.0,pass,1,44.0
20297,2009,ATL,WAS,4.0,2009-11-08,Half2,205.0,punt,12,56.0
20302,2009,ATL,WAS,4.0,2009-11-08,Half2,154.0,pass,2,57.0
28414,2009,ATL,TB,4.0,2009-11-29,Half1,3335.0,punt,10,56.0
28428,2009,ATL,TB,4.0,2009-11-29,Half1,2897.0,punt,14,54.0
28436,2009,ATL,TB,4.0,2009-11-29,Half1,2723.0,no_play,2,61.0
28448,2009,ATL,TB,4.0,2009-11-29,Half1,2449.0,field_goal,16,27.0
28453,2009,ATL,TB,4.0,2009-11-29,Half1,2365.0,punt,2,72.0
28469,2009,ATL,TB,4.0,2009-11-29,Half1,2039.0,punt,14,88.0
28479,2009,ATL,TB,4.0,2009-11-29,Half1,1824.0,no_play,11,16.0
28480,2009,ATL,TB,4.0,2009-11-29,Half1,1824.0,field_goal,16,21.0
28489,2009,ATL,TB,4.0,2009-11-29,Half2,1676.0,punt,2,57.0
28493,2009,ATL,TB,4.0,2009-11-29,Half2,1620.0,punt,9,77.0
28506,2009,ATL,TB,4.0,2009-11-29,Half2,1305.0,field_goal,7,19.0
28512,2009,ATL,TB,4.0,2009-11-29,Half2,1210.0,punt,15,83.0
28524,2009,ATL,TB,4.0,2009-11-29,Half2,900.0,punt,5,47.0
28528,2009,ATL,TB,4.0,2009-11-29,Half2,841.0,punt,9,98.0
28532,2009,ATL,TB,4.0,2009-11-29,Half2,779.0,pass,8,39.0
28537,2009,ATL,TB,4.0,2009-11-29,Half2,659.0,punt,6,42.0
28542,2009,ATL,TB,4.0,2009-11-29,Half2,517.0,punt,23,88.0
28546,2009,ATL,TB,4.0,2009-11-29,Half2,441.0,pass,4,34.0
28550,2009,ATL,TB,4.0,2009-11-29,Half2,403.0,field_goal,10,25.0
28563,2009,ATL,TB,4.0,2009-11-29,Half2,154.0,field_goal,4,33.0
28582,2009,ATL,TB,4.0,2009-11-29,Half2,26.0,pass,5,5.0
30823,2009,ATL,PHI,4.0,2009-12-06,Half1,3549.0,punt,5,68.0
30834,2009,ATL,PHI,4.0,2009-12-06,Half1,3276.0,field_goal,6,15.0
30852,2009,ATL,PHI,4.0,2009-12-06,Half1,2900.0,punt,13,46.0
30861,2009,ATL,PHI,4.0,2009-12-06,Half1,2730.0,field_goal,6,21.0
30868,2009,ATL,PHI,4.0,2009-12-06,Half1,2582.0,punt,6,44.0
30874,2009,ATL,PHI,4.0,2009-12-06,Half1,2461.0,punt,6,61.0
30878,2009,ATL,PHI,4.0,2009-12-06,Half1,2378.0,punt,7,72.0
30884,2009,ATL,PHI,4.0,2009-12-06,Half1,2291.0,field_goal,10,15.0
30891,2009,ATL,PHI,4.0,2009-12-06,Half1,2206.0,punt,6,40.0
30895,2009,ATL,PHI,4.0,2009-12-06,Half1,2132.0,punt,13,94.0
30899,2009,ATL,PHI,4.0,2009-12-06,Half1,2041.0,pass,4,39.0
30910,2009,ATL,PHI,4.0,2009-12-06,Half1,1821.0,run,2,2.0
30919,2009,ATL,PHI,4.0,2009-12-06,Half2,1650.0,run,1,46.0
30935,2009,ATL,PHI,4.0,2009-12-06,Half2,1259.0,pass,2,32.0
30940,2009,ATL,PHI,4.0,2009-12-06,Half2,1133.0,pass,5,22.0
30964,2009,ATL,PHI,4.0,2009-12-06,Half2,698.0,punt,10,80.0
30972,2009,ATL,PHI,4.0,2009-12-06,Half2,380.0,no_play,1,36.0
30973,2009,ATL,PHI,4.0,2009-12-06,Half2,378.0,,6,
30974,2009,ATL,PHI,4.0,2009-12-06,Half2,378.0,punt,6,40.0
33661,2009,ATL,NO,4.0,2009-12-13,Half1,3331.0,field_goal,8,18.0
33670,2009,ATL,NO,4.0,2009-12-13,Half1,3063.0,field_goal,6,15.0
33680,2009,ATL,NO,4.0,2009-12-13,Half1,2736.0,field_goal,2,12.0
33701,2009,ATL,NO,4.0,2009-12-13,Half1,2257.0,punt,8,67.0
33732,2009,ATL,NO,4.0,2009-12-13,Half1,1804.0,field_goal,4,8.0
33762,2009,ATL,NO,4.0,2009-12-13,Half2,1106.0,punt,1,56.0
33793,2009,ATL,NO,4.0,2009-12-13,Half2,286.0,field_goal,20,20.0
33803,2009,ATL,NO,4.0,2009-12-13,Half2,131.0,pass,7,15.0
33813,2009,ATL,NO,4.0,2009-12-13,Half2,78.0,pass,2,46.0
39232,2009,ATL,BUF,4.0,2009-12-27,Half1,3488.0,punt,15,88.0
39240,2009,ATL,BUF,4.0,2009-12-27,Half1,3383.0,punt,3,76.0
39249,2009,ATL,BUF,4.0,2009-12-27,Half1,3169.0,punt,10,57.0
39255,2009,ATL,BUF,4.0,2009-12-27,Half1,3007.0,punt,1,58.0
39271,2009,ATL,BUF,4.0,2009-12-27,Half1,2669.0,field_goal,33,33.0
39279,2009,ATL,BUF,4.0,2009-12-27,Half1,2538.0,punt,4,64.0
39285,2009,ATL,BUF,4.0,2009-12-27,Half1,2413.0,punt,8,65.0
39295,2009,ATL,BUF,4.0,2009-12-27,Half1,2178.0,punt,8,73.0
39309,2009,ATL,BUF,4.0,2009-12-27,Half1,1909.0,punt,3,37.0
39330,2009,ATL,BUF,4.0,2009-12-27,Half2,1651.0,punt,9,46.0
39334,2009,ATL,BUF,4.0,2009-12-27,Half2,1563.0,punt,8,88.0
39339,2009,ATL,BUF,4.0,2009-12-27,Half2,1466.0,pass,12,29.0
39358,2009,ATL,BUF,4.0,2009-12-27,Half2,1023.0,field_goal,4,23.0
39367,2009,ATL,BUF,4.0,2009-12-27,Half2,834.0,pass,4,31.0
39372,2009,ATL,BUF,4.0,2009-12-27,Half2,712.0,punt,14,73.0
39381,2009,ATL,BUF,4.0,2009-12-27,Half2,396.0,pass,1,23.0
39394,2009,ATL,BUF,4.0,2009-12-27,Half2,73.0,run,1,15.0
48616,2010,ATL,ARI,4.0,2010-09-19,Half1,3094.0,punt,3,62.0
48624,2010,ATL,ARI,4.0,2010-09-19,Half1,2902.0,punt,4,41.0
48637,2010,ATL,ARI,4.0,2010-09-19,Half1,2590.0,field_goal,6,6.0
48659,2010,ATL,ARI,4.0,2010-09-19,Half1,2256.0,punt,11,50.0
48681,2010,ATL,ARI,4.0,2010-09-19,Half1,1843.0,field_goal,3,36.0
48687,2010,ATL,ARI,4.0,2010-09-19,Half1,1801.0,pass,16,60.0
48702,2010,ATL,ARI,4.0,2010-09-19,Half2,1541.0,punt,4,55.0
48714,2010,ATL,ARI,4.0,2010-09-19,Half2,1263.0,run,1,21.0
48718,2010,ATL,ARI,4.0,2010-09-19,Half2,1141.0,field_goal,8,17.0
48725,2010,ATL,ARI,4.0,2010-09-19,Half2,1010.0,punt,1,75.0
48735,2010,ATL,ARI,4.0,2010-09-19,Half2,737.0,punt,4,48.0
48741,2010,ATL,ARI,4.0,2010-09-19,Half2,592.0,punt,6,52.0
48760,2010,ATL,ARI,4.0,2010-09-19,Half2,32.0,qb_kneel,10,10.0
53796,2010,ATL,SF,4.0,2010-10-03,Half1,3440.0,punt,4,46.0
53807,2010,ATL,SF,4.0,2010-10-03,Half1,3128.0,run,1,13.0
53814,2010,ATL,SF,4.0,2010-10-03,Half1,2971.0,punt,6,88.0
53836,2010,ATL,SF,4.0,2010-10-03,Half1,2412.0,punt,8,74.0
53851,2010,ATL,SF,4.0,2010-10-03,Half1,2035.0,punt,4,60.0
53856,2010,ATL,SF,4.0,2010-10-03,Half1,1973.0,punt,11,84.0
53872,2010,ATL,SF,4.0,2010-10-03,Half1,1836.0,run,1,10.0
53877,2010,ATL,SF,4.0,2010-10-03,Half1,1814.0,field_goal,18,18.0
53896,2010,ATL,SF,4.0,2010-10-03,Half2,1252.0,field_goal,12,13.0
53901,2010,ATL,SF,4.0,2010-10-03,Half2,1154.0,punt,4,74.0
53905,2010,ATL,SF,4.0,2010-10-03,Half2,1063.0,punt,6,69.0
53911,2010,ATL,SF,4.0,2010-10-03,Half2,908.0,punt,2,48.0
53920,2010,ATL,SF,4.0,2010-10-03,Half2,1533.0,punt,4,43.0
53936,2010,ATL,SF,4.0,2010-10-03,Half2,225.0,punt,14,44.0
60328,2010,ATL,CIN,4.0,2010-10-24,Half1,3142.0,punt,3,46.0
60333,2010,ATL,CIN,4.0,2010-10-24,Half1,3002.0,punt,6,87.0
60343,2010,ATL,CIN,4.0,2010-10-24,Half1,2726.0,field_goal,2,2.0
60353,2010,ATL,CIN,4.0,2010-10-24,Half1,2615.0,field_goal,7,27.0
60358,2010,ATL,CIN,4.0,2010-10-24,Half1,2582.0,punt,10,78.0
60378,2010,ATL,CIN,4.0,2010-10-24,Half1,2203.0,punt,22,58.0
60388,2010,ATL,CIN,4.0,2010-10-24,Half1,1920.0,run,1,5.0
60416,2010,ATL,CIN,4.0,2010-10-24,Half2,1478.0,field_goal,2,15.0
60423,2010,ATL,CIN,4.0,2010-10-24,Half2,1326.0,punt,6,58.0
60494,2010,ATL,CIN,4.0,2010-10-24,Half2,35.0,,10,
60495,2010,ATL,CIN,4.0,2010-10-24,Half2,35.0,punt,10,36.0
66171,2010,ATL,TB,4.0,2010-11-07,Half1,3404.0,pass,2,34.0
66192,2010,ATL,TB,4.0,2010-11-07,Half1,2867.0,punt,10,39.0
66223,2010,ATL,TB,4.0,2010-11-07,Half1,2131.0,field_goal,3,13.0
66239,2010,ATL,TB,4.0,2010-11-07,Half1,1864.0,punt,10,62.0
66244,2010,ATL,TB,4.0,2010-11-07,Half1,1841.0,punt,9,71.0
66270,2010,ATL,TB,4.0,2010-11-07,Half2,1307.0,punt,8,56.0
66282,2010,ATL,TB,4.0,2010-11-07,Half2,950.0,field_goal,11,23.0
66289,2010,ATL,TB,4.0,2010-11-07,Half2,848.0,,8,
66290,2010,ATL,TB,4.0,2010-11-07,Half2,847.0,punt,8,37.0
66301,2010,ATL,TB,4.0,2010-11-07,Half2,611.0,punt,12,38.0
66316,2010,ATL,TB,4.0,2010-11-07,Half2,164.0,run,1,2.0
67406,2010,ATL,BAL,4.0,2010-11-11,Half1,3321.0,punt,5,42.0
67412,2010,ATL,BAL,4.0,2010-11-11,Half1,3192.0,punt,5,65.0
67416,2010,ATL,BAL,4.0,2010-11-11,Half1,3097.0,punt,3,65.0
67423,2010,ATL,BAL,4.0,2010-11-11,Half1,2889.0,punt,4,59.0
67446,2010,ATL,BAL,4.0,2010-11-11,Half1,2328.0,punt,3,54.0
67453,2010,ATL,BAL,4.0,2010-11-11,Half1,2102.0,punt,6,73.0
67470,2010,ATL,BAL,4.0,2010-11-11,Half1,1821.0,field_goal,6,10.0
67481,2010,ATL,BAL,4.0,2010-11-11,Half2,1676.0,field_goal,4,33.0
67502,2010,ATL,BAL,4.0,2010-11-11,Half2,1069.0,punt,6,53.0
67508,2010,ATL,BAL,4.0,2010-11-11,Half2,1016.0,punt,10,58.0
67542,2010,ATL,BAL,4.0,2010-11-11,Half2,199.0,no_play,4,58.0
67543,2010,ATL,BAL,4.0,2010-11-11,Half2,186.0,punt,9,63.0
74162,2010,ATL,GB,4.0,2010-11-28,Half1,3276.0,field_goal,6,20.0
74167,2010,ATL,GB,4.0,2010-11-28,Half1,3148.0,punt,1,80.0
74171,2010,ATL,GB,4.0,2010-11-28,Half1,3010.0,punt,13,71.0
74181,2010,ATL,GB,4.0,2010-11-28,Half1,2707.0,field_goal,1,4.0
74186,2010,ATL,GB,4.0,2010-11-28,Half1,2609.0,punt,3,65.0
74206,2010,ATL,GB,4.0,2010-11-28,Half1,2011.0,pass,3,36.0
74220,2010,ATL,GB,4.0,2010-11-28,Half2,1689.0,punt,2,60.0
74226,2010,ATL,GB,4.0,2010-11-28,Half2,1517.0,punt,5,55.0
74251,2010,ATL,GB,4.0,2010-11-28,Half2,867.0,run,1,1.0
74262,2010,ATL,GB,4.0,2010-11-28,Half2,560.0,pass,1,41.0
74268,2010,ATL,GB,4.0,2010-11-28,Half2,365.0,punt,4,38.0
74281,2010,ATL,GB,4.0,2010-11-28,Half2,131.0,pass,1,21.0
74285,2010,ATL,GB,4.0,2010-11-28,Half2,66.0,no_play,5,5.0
74286,2010,ATL,GB,4.0,2010-11-28,Half2,66.0,pass,10,10.0
74296,2010,ATL,GB,4.0,2010-11-28,Half2,13.0,field_goal,3,29.0
86230,2010,ATL,NO,4.0,2010-12-27,Half1,3525.0,punt,5,75.0
86234,2010,ATL,NO,4.0,2010-12-27,Half1,3470.0,punt,10,73.0
86239,2010,ATL,NO,4.0,2010-12-27,Half1,3343.0,punt,8,45.0
86243,2010,ATL,NO,4.0,2010-12-27,Half1,3248.0,punt,7,92.0
86247,2010,ATL,NO,4.0,2010-12-27,Half1,3162.0,punt,3,53.0
86253,2010,ATL,NO,4.0,2010-12-27,Half1,3029.0,punt,3,55.0
86261,2010,ATL,NO,4.0,2010-12-27,Half1,2766.0,field_goal,6,34.0
86291,2010,ATL,NO,4.0,2010-12-27,Half1,2167.0,punt,5,77.0
86296,2010,ATL,NO,4.0,2010-12-27,Half1,2068.0,punt,9,69.0
86310,2010,ATL,NO,4.0,2010-12-27,Half1,1829.0,punt,16,46.0
86330,2010,ATL,NO,4.0,2010-12-27,Half2,1359.0,punt,2,78.0
86338,2010,ATL,NO,4.0,2010-12-27,Half2,1213.0,punt,10,55.0
86345,2010,ATL,NO,4.0,2010-12-27,Half2,1051.0,punt,6,62.0
86349,2010,ATL,NO,4.0,2010-12-27,Half2,937.0,punt,2,68.0
86365,2010,ATL,NO,4.0,2010-12-27,Half2,641.0,punt,9,42.0
86386,2010,ATL,NO,4.0,2010-12-27,Half2,172.0,punt,6,57.0
88464,2010,ATL,CAR,4.0,2011-01-02,Half1,3220.0,punt,6,81.0
88475,2010,ATL,CAR,4.0,2011-01-02,Half1,2980.0,punt,7,94.0
88480,2010,ATL,CAR,4.0,2011-01-02,Half1,2843.0,punt,11,88.0
88489,2010,ATL,CAR,4.0,2011-01-02,Half1,2655.0,pass,3,4.0
88503,2010,ATL,CAR,4.0,2011-01-02,Half1,2301.0,run,1,26.0
88508,2010,ATL,CAR,4.0,2011-01-02,Half1,2176.0,punt,6,51.0
88512,2010,ATL,CAR,4.0,2011-01-02,Half1,2085.0,punt,4,85.0
88521,2010,ATL,CAR,4.0,2011-01-02,Half1,1910.0,pass,2,45.0
88542,2010,ATL,CAR,4.0,2011-01-02,Half2,1654.0,field_goal,2,5.0
88549,2010,ATL,CAR,4.0,2011-01-02,Half2,1490.0,field_goal,9,29.0
88574,2010,ATL,CAR,4.0,2011-01-02,Half2,900.0,punt,2,60.0
88581,2010,ATL,CAR,4.0,2011-01-02,Half2,686.0,punt,1,56.0
88585,2010,ATL,CAR,4.0,2011-01-02,Half2,658.0,punt,20,90.0
88592,2010,ATL,CAR,4.0,2011-01-02,Half2,505.0,punt,4,37.0
88596,2010,ATL,CAR,4.0,2011-01-02,Half2,408.0,punt,3,82.0
88603,2010,ATL,CAR,4.0,2011-01-02,Half2,211.0,punt,13,61.0
94593,2011,ATL,PHI,4.0,2011-09-18,Half1,3446.0,punt,2,60.0
94602,2011,ATL,PHI,4.0,2011-09-18,Half1,3181.0,punt,12,55.0
94606,2011,ATL,PHI,4.0,2011-09-18,Half1,3116.0,punt,8,79.0
94636,2011,ATL,PHI,4.0,2011-09-18,Half1,2386.0,punt,14,84.0
94643,2011,ATL,PHI,4.0,2011-09-18,Half1,2209.0,field_goal,1,3.0
94648,2011,ATL,PHI,4.0,2011-09-18,Half1,2102.0,punt,7,69.0
94677,2011,ATL,PHI,4.0,2011-09-18,Half2,1688.0,punt,5,75.0
94699,2011,ATL,PHI,4.0,2011-09-18,Half2,1316.0,punt,11,82.0
94705,2011,ATL,PHI,4.0,2011-09-18,Half2,1242.0,punt,7,43.0
94709,2011,ATL,PHI,4.0,2011-09-18,Half2,1150.0,punt,9,98.0
94739,2011,ATL,PHI,4.0,2011-09-18,Half2,500.0,punt,1,52.0
94759,2011,ATL,PHI,4.0,2011-09-18,Half2,105.0,pass,4,22.0
94765,2011,ATL,PHI,4.0,2011-09-18,Half2,15.0,punt,14,82.0
102630,2011,ATL,GB,4.0,2011-10-09,Half1,2129.0,field_goal,14,14.0
102636,2011,ATL,GB,4.0,2011-10-09,Half1,2072.0,punt,20,90.0
102647,2011,ATL,GB,4.0,2011-10-09,Half1,1813.0,field_goal,12,17.0
102655,2011,ATL,GB,4.0,2011-10-09,Half2,1713.0,punt,6,78.0
102664,2011,ATL,GB,4.0,2011-10-09,Half2,1429.0,punt,12,40.0
102672,2011,ATL,GB,4.0,2011-10-09,Half2,1233.0,field_goal,5,39.0
102678,2011,ATL,GB,4.0,2011-10-09,Half2,1144.0,punt,4,74.0
102685,2011,ATL,GB,4.0,2011-10-09,Half2,1041.0,punt,15,85.0
102700,2011,ATL,GB,4.0,2011-10-09,Half2,827.0,punt,7,75.0
102708,2011,ATL,GB,4.0,2011-10-09,Half2,676.0,punt,11,59.0
102731,2011,ATL,GB,4.0,2011-10-09,Half2,74.0,field_goal,10,12.0
103976,2011,ATL,CAR,4.0,2011-10-16,Half1,3413.0,punt,3,50.0
103991,2011,ATL,CAR,4.0,2011-10-16,Half1,2998.0,no_play,3,19.0
103992,2011,ATL,CAR,4.0,2011-10-16,Half1,2998.0,field_goal,8,24.0
104045,2011,ATL,CAR,4.0,2011-10-16,Half1,1808.0,punt,3,68.0
104068,2011,ATL,CAR,4.0,2011-10-16,Half2,1141.0,punt,6,62.0
104072,2011,ATL,CAR,4.0,2011-10-16,Half2,1058.0,punt,17,91.0
104083,2011,ATL,CAR,4.0,2011-10-16,Half2,855.0,field_goal,6,6.0
104089,2011,ATL,CAR,4.0,2011-10-16,Half2,755.0,punt,3,73.0
104124,2011,ATL,CAR,4.0,2011-10-16,Half2,19.0,pass,1,28.0
113790,2011,ATL,NO,4.0,2011-11-13,Half1,3084.0,field_goal,16,19.0
113799,2011,ATL,NO,4.0,2011-11-13,Half1,2873.0,field_goal,7,35.0
113804,2011,ATL,NO,4.0,2011-11-13,Half1,2780.0,punt,1,71.0
113808,2011,ATL,NO,4.0,2011-11-13,Half1,2694.0,punt,8,88.0
113817,2011,ATL,NO,4.0,2011-11-13,Half1,2369.0,field_goal,5,11.0
113825,2011,ATL,NO,4.0,2011-11-13,Half1,2198.0,punt,5,48.0
113830,2011,ATL,NO,4.0,2011-11-13,Half1,2030.0,punt,17,82.0
113839,2011,ATL,NO,4.0,2011-11-13,Half1,1916.0,punt,1,71.0
113843,2011,ATL,NO,4.0,2011-11-13,Half1,1877.0,punt,3,45.0
113865,2011,ATL,NO,4.0,2011-11-13,Half2,1577.0,field_goal,4,22.0
113874,2011,ATL,NO,4.0,2011-11-13,Half2,1262.0,run,1,26.0
113899,2011,ATL,NO,4.0,2011-11-13,Half2,722.0,field_goal,25,30.0
113905,2011,ATL,NO,4.0,2011-11-13,Half2,655.0,punt,7,53.0
113914,2011,ATL,NO,4.0,2011-11-13,Half2,438.0,field_goal,4,26.0
113923,2011,ATL,NO,4.0,2011-11-13,Half2,269.0,pass,3,45.0
113938,2011,ATL,NO,4.0,2011-11-13,Half2,127.0,no_play,5,27.0
113939,2011,ATL,NO,4.0,2011-11-13,Half2,122.0,punt,15,37.0
113955,2011,ATL,NO,4.0,2011-11-13,Half2,4.0,field_goal,9,9.0
113960,2011,ATL,NO,4.0,2011-11-13,Overtime,848.0,punt,2,72.0
113964,2011,ATL,NO,4.0,2011-11-13,Overtime,734.0,punt,1,64.0
113970,2011,ATL,NO,4.0,2011-11-13,Overtime,652.0,run,1,71.0
115374,2011,ATL,TEN,4.0,2011-11-20,Half1,3510.0,punt,7,90.0
115404,2011,ATL,TEN,4.0,2011-11-20,Half1,2652.0,field_goal,1,1.0
115413,2011,ATL,TEN,4.0,2011-11-20,Half1,2476.0,punt,16,67.0
115421,2011,ATL,TEN,4.0,2011-11-20,Half1,2243.0,field_goal,8,15.0
115432,2011,ATL,TEN,4.0,2011-11-20,Half1,2021.0,punt,14,66.0
115441,2011,ATL,TEN,4.0,2011-11-20,Half1,1868.0,punt,2,37.0
115470,2011,ATL,TEN,4.0,2011-11-20,Half2,1504.0,punt,6,60.0
115476,2011,ATL,TEN,4.0,2011-11-20,Half2,1304.0,run,1,36.0
115482,2011,ATL,TEN,4.0,2011-11-20,Half2,1091.0,field_goal,6,6.0
115496,2011,ATL,TEN,4.0,2011-11-20,Half2,872.0,punt,9,57.0
115503,2011,ATL,TEN,4.0,2011-11-20,Half2,738.0,punt,10,72.0
115512,2011,ATL,TEN,4.0,2011-11-20,Half2,431.0,no_play,1,13.0
115523,2011,ATL,TEN,4.0,2011-11-20,Half2,280.0,pass,17,58.0
118523,2011,ATL,MIN,4.0,2011-11-27,Half1,3513.0,punt,3,71.0
118527,2011,ATL,MIN,4.0,2011-11-27,Half1,3416.0,punt,14,67.0
118547,2011,ATL,MIN,4.0,2011-11-27,Half1,2901.0,punt,1,55.0
118559,2011,ATL,MIN,4.0,2011-11-27,Half1,2612.0,punt,18,62.0
118565,2011,ATL,MIN,4.0,2011-11-27,Half1,2419.0,punt,7,75.0
118584,2011,ATL,MIN,4.0,2011-11-27,Half1,1936.0,punt,15,71.0
118592,2011,ATL,MIN,4.0,2011-11-27,Half1,1842.0,field_goal,5,19.0
118607,2011,ATL,MIN,4.0,2011-11-27,Half2,1748.0,punt,9,82.0
118611,2011,ATL,MIN,4.0,2011-11-27,Half2,1619.0,punt,1,53.0
118633,2011,ATL,MIN,4.0,2011-11-27,Half2,930.0,punt,4,57.0
118638,2011,ATL,MIN,4.0,2011-11-27,Half2,858.0,punt,8,78.0
118643,2011,ATL,MIN,4.0,2011-11-27,Half2,800.0,pass,13,39.0
118649,2011,ATL,MIN,4.0,2011-11-27,Half2,731.0,punt,4,74.0
118653,2011,ATL,MIN,4.0,2011-11-27,Half2,647.0,punt,5,74.0
118669,2011,ATL,MIN,4.0,2011-11-27,Half2,262.0,run,1,1.0
126189,2011,ATL,JAX,4.0,2011-12-15,Half1,3244.0,punt,6,76.0
126199,2011,ATL,JAX,4.0,2011-12-15,Half1,2911.0,no_play,1,10.0
126200,2011,ATL,JAX,4.0,2011-12-15,Half1,2902.0,field_goal,6,15.0
126209,2011,ATL,JAX,4.0,2011-12-15,Half1,2700.0,punt,11,73.0
126214,2011,ATL,JAX,4.0,2011-12-15,Half1,2599.0,punt,8,63.0
126222,2011,ATL,JAX,4.0,2011-12-15,Half1,2487.0,punt,11,38.0
126230,2011,ATL,JAX,4.0,2011-12-15,Half1,2292.0,punt,11,64.0
126234,2011,ATL,JAX,4.0,2011-12-15,Half1,2157.0,punt,1,79.0
126256,2011,ATL,JAX,4.0,2011-12-15,Half1,1803.0,field_goal,4,13.0
126265,2011,ATL,JAX,4.0,2011-12-15,Half2,1614.0,punt,8,66.0
126280,2011,ATL,JAX,4.0,2011-12-15,Half2,1190.0,punt,22,92.0
126284,2011,ATL,JAX,4.0,2011-12-15,Half2,1044.0,punt,3,42.0
126289,2011,ATL,JAX,4.0,2011-12-15,Half2,947.0,punt,6,73.0
126294,2011,ATL,JAX,4.0,2011-12-15,Half2,897.0,punt,4,74.0
126298,2011,ATL,JAX,4.0,2011-12-15,Half2,762.0,punt,1,60.0
126317,2011,ATL,JAX,4.0,2011-12-15,Half2,201.0,run,10,18.0
133517,2011,ATL,TB,4.0,2012-01-01,Half1,3093.0,punt,15,85.0
133544,2011,ATL,TB,4.0,2012-01-01,Half1,2503.0,run,1,1.0
133557,2011,ATL,TB,4.0,2012-01-01,Half1,2267.0,punt,15,56.0
133588,2011,ATL,TB,4.0,2012-01-01,Half2,1682.0,punt,6,65.0
133595,2011,ATL,TB,4.0,2012-01-01,Half2,1496.0,punt,1,67.0
